Date,Strike price,Close,Expiration
2015-03-30,8000,13.75,31
2015-03-31,8000,16.95,30
2015-04-01,8000,10.25,29
2015-04-06,8000,8.4,24
2015-04-07,8000,7.0,23
2015-04-08,8000,5.4,22
2015-04-09,8000,5.1,21
2015-04-10,8000,5.05,20
2015-04-13,8000,4.2,17
2015-04-15,8000,4.4,15
2015-04-16,8000,4.45,14
2015-04-17,8000,4.35,13
2015-04-20,8000,6.0,10
2015-04-21,8000,7.75,9
2015-04-22,8000,4.9,8
2015-04-23,8000,7.45,7
2015-04-24,8000,7.5,6
2015-04-27,8000,9.95,3
2015-04-28,8000,2.65,2
2015-04-29,8000,1.2,1
2015-04-30,8000,0.05,0
2015-02-13,8100,48.35,76
2015-02-16,8100,45.0,73
2015-02-18,8100,38.1,71
2015-02-19,8100,32.9,70
2015-02-20,8100,41.0,69
2015-02-23,8100,50.0,66
2015-02-24,8100,51.5,65
2015-02-25,8100,42.35,64
2015-02-26,8100,48.0,63
2015-02-27,8100,31.3,62
2015-02-28,8100,20.55,61
2015-03-02,8100,16.3,59
2015-03-03,8100,13.6,58
2015-03-04,8100,16.05,57
2015-03-05,8100,11.5,56
2015-03-09,8100,23.2,52
2015-03-10,8100,16.6,51
2015-03-11,8100,15.5,50
2015-03-12,8100,11.7,49
2015-03-13,8100,20.0,48
2015-03-16,8100,19.55,45
2015-03-17,8100,14.45,44
2015-03-18,8100,17.2,43
2015-03-19,8100,21.5,42
2015-03-20,8100,15.6,41
2015-03-23,8100,17.3,38
2015-03-24,8100,13.0,37
2015-03-25,8100,14.25,36
2015-03-26,8100,37.0,35
2015-03-27,8100,39.0,34
2015-03-30,8100,21.0,31
2015-03-31,8100,25.0,30
2015-04-01,8100,14.4,29
2015-04-06,8100,11.85,24
2015-04-07,8100,9.55,23
2015-04-08,8100,7.55,22
2015-04-09,8100,7.1,21
2015-04-10,8100,6.85,20
2015-04-13,8100,5.3,17
2015-04-15,8100,5.75,15
2015-04-16,8100,6.05,14
2015-04-17,8100,6.2,13
2015-04-20,8100,10.55,10
2015-04-21,8100,14.55,9
2015-04-22,8100,9.0,8
2015-04-23,8100,14.0,7
2015-04-24,8100,14.9,6
2015-04-27,8100,24.55,3
2015-04-28,8100,8.25,2
2015-04-29,8100,4.15,1
2015-04-30,8100,0.05,0
2015-02-13,8200,60.0,76
2015-02-18,8200,49.8,71
2015-02-19,8200,62.0,70
2015-02-20,8200,56.0,69
2015-02-23,8200,65.0,66
2015-02-24,8200,59.95,65
2015-02-25,8200,52.4,64
2015-02-26,8200,64.0,63
2015-02-27,8200,40.65,62
2015-02-28,8200,27.25,61
2015-03-02,8200,21.7,59
2015-03-03,8200,18.35,58
2015-03-04,8200,22.8,57
2015-03-05,8200,16.45,56
2015-03-09,8200,31.3,52
2015-03-10,8200,24.05,51
2015-03-11,8200,22.85,50
2015-03-12,8200,17.05,49
2015-03-13,8200,29.0,48
2015-03-16,8200,28.75,45
2015-03-17,8200,22.0,44
2015-03-18,8200,25.4,43
2015-03-19,8200,32.7,42
2015-03-20,8200,23.55,41
2015-03-23,8200,27.1,38
2015-03-24,8200,21.0,37
2015-03-25,8200,24.25,36
2015-03-26,8200,55.5,35
2015-03-27,8200,57.8,34
2015-03-30,8200,32.4,31
2015-03-31,8200,36.55,30
2015-04-01,8200,21.7,29
2015-04-06,8200,17.4,24
2015-04-07,8200,13.7,23
2015-04-08,8200,10.85,22
2015-04-09,8200,9.7,21
2015-04-10,8200,9.35,20
2015-04-13,8200,6.95,17
2015-04-15,8200,7.95,15
2015-04-16,8200,8.5,14
2015-04-17,8200,9.7,13
2015-04-20,8200,19.0,10
2015-04-21,8200,27.0,9
2015-04-22,8200,16.25,8
2015-04-23,8200,25.55,7
2015-04-24,8200,30.25,6
2015-04-27,8200,53.9,3
2015-04-28,8200,23.85,2
2015-04-29,8200,24.55,1
2015-04-30,8200,15.05,0
2015-02-13,8300,79.55,76
2015-02-16,8300,72.85,73
2015-02-18,8300,68.4,71
2015-02-19,8300,55.55,70
2015-02-20,8300,68.85,69
2015-02-23,8300,82.8,66
2015-02-24,8300,77.0,65
2015-02-25,8300,70.0,64
2015-02-26,8300,83.0,63
2015-02-27,8300,53.95,62
2015-02-28,8300,34.65,61
2015-03-02,8300,29.25,59
2015-03-03,8300,25.0,58
2015-03-04,8300,30.25,57
2015-03-05,8300,21.75,56
2015-03-09,8300,44.65,52
2015-03-10,8300,34.8,51
2015-03-11,8300,33.8,50
2015-03-12,8300,25.2,49
2015-03-13,8300,41.95,48
2015-03-16,8300,41.25,45
2015-03-17,8300,32.2,44
2015-03-18,8300,37.9,43
2015-03-19,8300,48.65,42
2015-03-20,8300,37.1,41
2015-03-23,8300,42.0,38
2015-03-24,8300,33.7,37
2015-03-25,8300,37.85,36
2015-03-26,8300,79.9,35
2015-03-27,8300,84.25,34
2015-03-30,8300,49.0,31
2015-03-31,8300,55.55,30
2015-04-01,8300,32.4,29
2015-04-06,8300,25.7,24
2015-04-07,8300,20.0,23
2015-04-08,8300,16.0,22
2015-04-09,8300,13.75,21
2015-04-10,8300,13.15,20
2015-04-13,8300,9.15,17
2015-04-15,8300,11.8,15
2015-04-16,8300,13.7,14
2015-04-17,8300,16.05,13
2015-04-20,8300,35.6,10
2015-04-21,8300,47.95,9
2015-04-22,8300,31.5,8
2015-04-23,8300,46.45,7
2015-04-24,8300,56.5,6
2015-04-27,8300,110.0,3
2015-04-28,8300,63.0,2
2015-04-29,8300,78.05,1
2015-04-30,8300,117.0,0
2015-02-13,8400,100.0,76
2015-02-16,8400,91.0,73
2015-02-18,8400,84.6,71
2015-02-19,8400,72.4,70
2015-02-20,8400,90.0,69
2015-02-23,8400,103.4,66
2015-02-24,8400,96.0,65
2015-02-25,8400,91.85,64
2015-02-26,8400,108.25,63
2015-02-27,8400,67.4,62
2015-02-28,8400,46.35,61
2015-03-02,8400,38.7,59
2015-03-03,8400,34.4,58
2015-03-04,8400,41.2,57
2015-03-05,8400,30.0,56
2015-03-09,8400,61.6,52
2015-03-10,8400,52.0,51
2015-03-11,8400,49.0,50
2015-03-12,8400,38.3,49
2015-03-13,8400,60.6,48
2015-03-16,8400,60.8,45
2015-03-17,8400,47.6,44
2015-03-18,8400,55.75,43
2015-03-19,8400,67.75,42
2015-03-20,8400,56.0,41
2015-03-23,8400,62.9,38
2015-03-24,8400,52.35,37
2015-03-25,8400,58.75,36
2015-03-26,8400,113.15,35
2015-03-27,8400,121.0,34
2015-03-30,8400,72.05,31
2015-03-31,8400,81.6,30
2015-04-01,8400,48.55,29
2015-04-06,8400,37.85,24
2015-04-07,8400,29.1,23
2015-04-08,8400,23.85,22
2015-04-09,8400,20.1,21
2015-04-10,8400,19.1,20
2015-04-13,8400,13.2,17
2015-04-15,8400,17.85,15
2015-04-16,8400,21.25,14
2015-04-17,8400,28.3,13
2015-04-20,8400,63.6,10
2015-04-21,8400,80.0,9
2015-04-22,8400,57.6,8
2015-04-23,8400,81.5,7
2015-04-24,8400,104.95,6
2015-04-27,8400,195.0,3
2015-04-28,8400,130.95,2
2015-04-29,8400,164.55,1
2015-04-30,8400,217.35,0
2015-02-13,8500,121.55,76
2015-02-16,8500,117.9,73
2015-02-18,8500,104.0,71
2015-02-19,8500,89.3,70
2015-02-20,8500,112.05,69
2015-02-23,8500,127.5,66
2015-02-24,8500,120.1,65
2015-02-25,8500,115.0,64
2015-02-26,8500,132.0,63
2015-02-27,8500,86.9,62
2015-02-28,8500,61.35,61
2015-03-02,8500,52.2,59
2015-03-03,8500,45.0,58
2015-03-04,8500,56.45,57
2015-03-05,8500,42.05,56
2015-03-09,8500,82.0,52
2015-03-10,8500,73.2,51
2015-03-11,8500,69.15,50
2015-03-12,8500,56.0,49
2015-03-13,8500,84.3,48
2015-03-16,8500,83.5,45
