Date,Strike price,Close,Expiration
2017-03-08, 9150,45.5,22
2017-03-09, 9150,46.4,21
2017-03-10, 9150,41.0,20
2017-03-14, 9150,56.55,16
2017-03-15, 9150,58.65,15
2017-03-16, 9150,85.55,14
2017-03-17, 9150,76.4,13
2017-03-20, 9150,65.6,10
2017-03-21, 9150,62.4,9
2017-03-22, 9150,21.6,8
2017-03-23, 9150,32.75,7
2017-03-24, 9150,31.7,6
2017-03-27, 9150,14.7,3
2017-03-28, 9150,17.4,2
2017-03-29, 9150,21.7,1
2017-03-30, 9150,22.5,0
2017-02-14, 8800,168.0,44
2017-02-15, 8800,137.45,43
2017-02-16, 8800,154.2,42
2017-02-17, 8800,170.15,41
2017-02-20, 8800,202.75,38
2017-02-21, 8800,222.85,37
2017-02-22, 8800,228.95,36
2017-02-23, 8800,228.3,35
2017-02-27, 8800,200.7,31
2017-02-28, 8800,196.85,30
2017-03-01, 8800,232.05,29
2017-03-02, 8800,189.4,28
2017-03-03, 8800,199.25,27
2017-03-06, 8800,231.0,24
2017-03-07, 8800,228.45,23
2017-03-08, 8800,214.35,22
2017-03-09, 8800,218.05,21
2017-03-10, 8800,211.0,20
2017-03-14, 8800,309.0,16
2017-03-15, 8800,315.0,15
2017-03-16, 8800,380.0,14
2017-03-17, 8800,373.7,13
2017-03-20, 8800,357.25,10
2017-03-21, 8800,355.25,9
2017-03-22, 8800,253.0,8
2017-03-23, 8800,309.95,7
2017-03-24, 8800,320.65,6
2017-03-27, 8800,268.45,3
2017-03-28, 8800,306.15,2
2017-03-29, 8800,339.95,1
2017-03-30, 8800,371.0,0
2017-02-14, 9300,15.85,44
2017-02-15, 9300,12.15,43
2017-02-16, 9300,13.2,42
2017-02-17, 9300,15.05,41
2017-02-20, 9300,18.7,38
2017-02-21, 9300,21.5,37
2017-02-22, 9300,23.95,36
2017-02-23, 9300,22.4,35
2017-02-27, 9300,15.7,31
2017-02-28, 9300,15.0,30
2017-03-01, 9300,19.2,29
2017-03-02, 9300,13.2,28
2017-03-03, 9300,13.35,27
2017-03-06, 9300,18.6,24
2017-03-07, 9300,19.55,23
2017-03-08, 9300,18.45,22
2017-03-09, 9300,18.05,21
2017-03-10, 9300,16.1,20
2017-03-14, 9300,17.5,16
2017-03-15, 9300,16.1,15
2017-03-16, 9300,24.35,14
2017-03-17, 9300,20.0,13
2017-03-20, 9300,14.05,10
2017-03-21, 9300,11.8,9
2017-03-22, 9300,3.3,8
2017-03-23, 9300,3.8,7
2017-03-24, 9300,3.0,6
2017-03-27, 9300,1.4,3
2017-03-28, 9300,1.05,2
2017-03-29, 9300,0.5,1
2017-03-30, 9300,0.05,0
