Date,Strike price,Close,Expiration
2018-08-02,11400,80.35,28
2018-08-03,11400,123.4,27
2018-08-06,11400,130.0,24
2018-08-07,11400,129.35,23
2018-08-08,11400,153.8,22
2018-08-09,11400,165.95,21
2018-08-10,11400,134.2,20
2018-08-13,11400,99.6,17
2018-08-14,11400,141.7,16
2018-08-16,11400,107.0,14
2018-08-17,11400,143.3,13
2018-08-20,11400,203.5,10
2018-08-21,11400,207.55,9
2018-08-23,11400,210.1,7
2018-08-24,11400,183.9,6
2018-08-27,11400,305.7,3
2018-08-28,11400,350.6,2
2018-08-29,11400,304.4,1
2018-08-30,11400,270.3,0
2018-07-19,11450,30.0,42
2018-07-23,11450,40.0,38
2018-07-24,11450,46.6,37
2018-07-25,11450,45.2,36
2018-07-26,11450,46.2,35
2018-07-27,11450,79.45,34
2018-07-30,11450,88.25,31
2018-07-31,11450,96.6,30
2018-08-01,11450,99.2,29
2018-08-02,11450,62.0,28
2018-08-03,11450,97.9,27
2018-08-06,11450,103.4,24
2018-08-07,11450,102.4,23
2018-08-08,11450,122.95,22
2018-08-09,11450,133.35,21
2018-08-10,11450,105.2,20
2018-08-13,11450,75.25,17
2018-08-14,11450,110.85,16
2018-08-16,11450,81.6,14
2018-08-17,11450,109.6,13
2018-08-20,11450,162.0,10
2018-08-21,11450,162.55,9
2018-08-23,11450,163.25,7
2018-08-24,11450,135.9,6
2018-08-27,11450,258.35,3
2018-08-28,11450,298.9,2
2018-08-29,11450,249.55,1
2018-08-30,11450,221.1,0
2018-07-17,11500,27.55,44
2018-07-18,11500,24.85,43
2018-07-19,11500,21.55,42
2018-07-20,11500,25.1,41
2018-07-23,11500,31.25,38
2018-07-24,11500,35.95,37
2018-07-25,11500,34.2,36
2018-07-26,11500,35.75,35
2018-07-27,11500,62.85,34
2018-07-30,11500,69.35,31
2018-07-31,11500,75.45,30
2018-08-01,11500,76.65,29
2018-08-02,11500,47.0,28
2018-08-03,11500,74.75,27
2018-08-06,11500,79.95,24
2018-08-07,11500,77.6,23
2018-08-08,11500,95.95,22
2018-08-09,11500,104.05,21
